"","x","y","eta","pop_size","area_sqkm","cell.id"
"1",19.12083253685,-4.02083298125,3.01995650708875e-09,1114,21.3187209915743,18459819
"2",19.16249920335,-4.02083298125,2.69000000052699e-09,3357,21.3187209915743,18459820
"3",19.20416586985,-4.02083298125,1.76789516359577e-09,2070,21.3187209915743,18459821
"4",19.24583253635,-4.02083298125,1.89354598667535e-09,155,21.3187209915743,18459822
"5",19.28749920285,-4.02083298125,3.01086133802642e-09,2911,21.3187209915743,18459823
"6",19.32916586935,-4.02083298125,3.01546898562322e-09,859,21.3187209915743,18459824
"7",19.37083253585,-4.02083298125,2.69000000052699e-09,110,21.3187209915743,18459825
"8",19.41249920235,-4.02083298125,4.2857628557158e-09,524,21.3187209915743,18459826
"9",19.45416586885,-4.02083298125,4.2857628557158e-09,885,21.3187209915743,18459827
"10",19.49583253535,-4.02083298125,2.69000000052699e-09,3105,21.3187209915743,18459828
"11",19.53749920185,-4.02083298125,2.4970774337163e-09,2514,21.3187209915743,18459829
"12",19.57916586835,-4.02083298125,1.10335596215094e-09,655,21.3187209915743,18459830
"13",19.62083253485,-4.02083298125,1.10335596215094e-09,1082,21.3187209915743,18459831
"14",19.66249920135,-4.02083298125,4.2857628557158e-09,304,21.3187209915743,18459832
"17",19.78749920085,-4.02083298125,4.2857628557158e-09,13,21.3187209915743,18459835
"29",20.28749919885,-4.02083298125,4.2857628557158e-09,16,21.3187209915743,18459847
"33",19.12083253685,-4.06249964775,1.88873627848807e-09,2355,21.3176547720156,18468459
"34",19.16249920335,-4.06249964775,2.69000000052699e-09,6195,21.3176547720156,18468460
"35",19.20416586985,-4.06249964775,2.69000000052699e-09,1754,21.3176547720156,18468461
"36",19.24583253635,-4.06249964775,2.69000000052699e-09,1788,21.3176547720156,18468462
"37",19.28749920285,-4.06249964775,1.89769311376153e-09,301,21.3176547720156,18468463
"38",19.32916586935,-4.06249964775,1.89481319523566e-09,633,21.3176547720156,18468464
"39",19.37083253585,-4.06249964775,3.0131146466772e-09,282,21.3176547720156,18468465
"40",19.41249920235,-4.06249964775,1.88766313691247e-09,377,21.3176547720156,18468466
"41",19.45416586885,-4.06249964775,3.04460123778938e-09,1431,21.3176547720156,18468467
"42",19.49583253535,-4.06249964775,2.69000000052699e-09,817,21.3176547720156,18468468
"43",19.53749920185,-4.06249964775,2.5811019987998e-09,17581,21.3176547720156,18468469
"44",19.57916586835,-4.06249964775,4.2857628557158e-09,48426,21.3176547720156,18468470
"45",19.62083253485,-4.06249964775,4.03409083915562e-09,1220,21.3176547720156,18468471
"46",19.66249920135,-4.06249964775,1.0306229203394e-09,38,21.3176547720156,18468472
"47",19.70416586785,-4.06249964775,4.2857628557158e-09,1155,21.3176547720156,18468473
"48",19.74583253435,-4.06249964775,4.22735180194422e-09,933,21.3176547720156,18468474
"49",19.78749920085,-4.06249964775,2.69000000052699e-09,533,21.3176547720156,18468475
"50",19.82916586735,-4.06249964775,4.2857628557158e-09,18,21.3176547720156,18468476
"54",19.99583253335,-4.06249964775,4.2857628557158e-09,48,21.3176547720156,18468480
"55",20.03749919985,-4.06249964775,4.2857628557158e-09,197,21.3176547720156,18468481
"65",19.12083253685,-4.10416631425,1.8893600017833e-09,4955,21.3165775745142,18477099
"66",19.16249920335,-4.10416631425,3.01591085438702e-09,330,21.3165775745142,18477100
"67",19.20416586985,-4.10416631425,1.87631821191303e-09,25,21.3165775745142,18477101
"68",19.24583253635,-4.10416631425,1.76679981755967e-09,16460,21.3165775745142,18477102
"69",19.28749920285,-4.10416631425,3.02032043819622e-09,2587,21.3165775745142,18477103
"70",19.32916586935,-4.10416631425,3.01764724319753e-09,669,21.3165775745142,18477104
"71",19.37083253585,-4.10416631425,1.89218085644427e-09,1700,21.3165775745142,18477105
"72",19.41249920235,-4.10416631425,1.88766313691247e-09,1080,21.3165775745142,18477106
"73",19.45416586885,-4.10416631425,3.00756108906342e-09,805,21.3165775745142,18477107
"74",19.49583253535,-4.10416631425,2.56892151995203e-09,3159,21.3165775745142,18477108
"75",19.53749920185,-4.10416631425,3.00891200843978e-09,4,21.3165775745142,18477109
"76",19.57916586835,-4.10416631425,4.2857628557158e-09,5200,21.3165775745142,18477110
"77",19.62083253485,-4.10416631425,2.55661758430392e-09,217,21.3165775745142,18477111
"78",19.66249920135,-4.10416631425,2.80418821496653e-09,3360,21.3165775745142,18477112
"79",19.70416586785,-4.10416631425,4.07483202735648e-09,85,21.3165775745142,18477113
"80",19.74583253435,-4.10416631425,4.2857628557158e-09,259,21.3165775745142,18477114
"81",19.78749920085,-4.10416631425,3.76026410009445e-09,913,21.3165775745142,18477115
"82",19.82916586735,-4.10416631425,2.49017984010891e-09,38,21.3165775745142,18477116
"83",19.87083253385,-4.10416631425,4.2857628557158e-09,1563,21.3165775745142,18477117
"84",19.91249920035,-4.10416631425,4.2857628557158e-09,1,21.3165775745142,18477118
"85",19.95416586685,-4.10416631425,4.2857628557158e-09,1642,21.3165775745142,18477119
"86",19.99583253335,-4.10416631425,2.69000000052699e-09,135,21.3165775745142,18477120
"87",20.03749919985,-4.10416631425,4.2857628557158e-09,65,21.3165775745142,18477121
"92",20.24583253235,-4.10416631425,4.2857628557158e-09,842,21.3165775745142,18477126
"93",20.28749919885,-4.10416631425,2.69000000052699e-09,943,21.3165775745142,18477127
"94",20.32916586535,-4.10416631425,2.69000000052699e-09,828,21.3165775745142,18477128
"97",19.12083253685,-4.14583298075,3.100408374479e-09,2204,21.3154893995018,18485739
"98",19.16249920335,-4.14583298075,3.03346014973727e-09,2309,21.3154893995018,18485740
"99",19.20416586985,-4.14583298075,3.01350366882502e-09,779,21.3154893995018,18485741
"100",19.24583253635,-4.14583298075,2.69000000052699e-09,12820,21.3154893995018,18485742
"101",19.28749920285,-4.14583298075,2.69000000052699e-09,6981,21.3154893995018,18485743
"102",19.32916586935,-4.14583298075,3.05005021239424e-09,357,21.3154893995018,18485744
"103",19.37083253585,-4.14583298075,1.89269222516941e-09,1465,21.3154893995018,18485745
"104",19.41249920235,-4.14583298075,1.88462268013723e-09,1794,21.3154893995018,18485746
"105",19.45416586885,-4.14583298075,3.01720692874596e-09,654,21.3154893995018,18485747
"106",19.49583253535,-4.14583298075,1.8940486956609e-09,757,21.3154893995018,18485748
"107",19.53749920185,-4.14583298075,3.04531710959566e-09,627,21.3154893995018,18485749
"108",19.57916586835,-4.14583298075,4.10865208522182e-09,15,21.3154893995018,18485750
"109",19.62083253485,-4.14583298075,1.87034832066502e-09,7934,21.3154893995018,18485751
"110",19.66249920135,-4.14583298075,4.22615897832657e-09,1189,21.3154893995018,18485752
"111",19.70416586785,-4.14583298075,2.69000000052699e-09,1308,21.3154893995018,18485753
"112",19.74583253435,-4.14583298075,4.24072243987439e-09,2010,21.3154893995018,18485754
"113",19.78749920085,-4.14583298075,2.53925991344772e-09,1298,21.3154893995018,18485755
"114",19.82916586735,-4.14583298075,1.73340464204585e-09,15290,21.3154893995018,18485756
"115",19.87083253385,-4.14583298075,1.08994835379406e-09,58679,21.3154893995018,18485757
"116",19.91249920035,-4.14583298075,4.2857628557158e-09,2361,21.3154893995018,18485758
"117",19.95416586685,-4.14583298075,2.69000000052699e-09,63,21.3154893995018,18485759
"118",19.99583253335,-4.14583298075,4.2857628557158e-09,229,21.3154893995018,18485760
"122",20.16249919935,-4.14583298075,4.2857628557158e-09,3,21.3154893995018,18485764
"123",20.20416586585,-4.14583298075,2.69000000052699e-09,529,21.3154893995018,18485765
"124",20.24583253235,-4.14583298075,2.69000000052699e-09,554,21.3154893995018,18485766
"125",20.28749919885,-4.14583298075,4.2857628557158e-09,5,21.3154893995018,18485767
"129",19.12083253685,-4.18749964725,2.69000000052699e-09,2310,21.3143902474141,18494379
"130",19.16249920335,-4.18749964725,1.92655691400034e-09,420,21.3143902474141,18494380
"131",19.20416586985,-4.18749964725,3.04498692926813e-09,811,21.3143902474141,18494381
"132",19.24583253635,-4.18749964725,3.03549252400614e-09,1184,21.3143902474141,18494382
"133",19.28749920285,-4.18749964725,1.89691706786732e-09,456,21.3143902474141,18494383
"134",19.32916586935,-4.18749964725,1.91522553372181e-09,2061,21.3143902474141,18494384
"135",19.37083253585,-4.18749964725,2.55364307477635e-09,758,21.3143902474141,18494385
"136",19.41249920235,-4.18749964725,4.09349842911411e-09,1354,21.3143902474141,18494386
"137",19.45416586885,-4.18749964725,3.02110314542858e-09,747,21.3143902474141,18494387
"138",19.49583253535,-4.18749964725,1.91290183693127e-09,761,21.3143902474141,18494388
"139",19.53749920185,-4.18749964725,2.98156610512024e-09,530,21.3143902474141,18494389
"140",19.57916586835,-4.18749964725,3.0282274465776e-09,10,21.3143902474141,18494390
"141",19.62083253485,-4.18749964725,2.69000000052699e-09,2023,21.3143902474141,18494391
"142",19.66249920135,-4.18749964725,4.12642142677555e-09,682,21.3143902474141,18494392
"145",19.78749920085,-4.18749964725,4.2857628557158e-09,27,21.3143902474141,18494395
